season_code,event_code,item_code,pr_level,order_qty,event_amt,event_pmt,price_type,class_name,new_tickets,alumni_tickets,class_category,unit_price,pricing_tier,seat_value_index,sport_type,season_year,is_revenue_generating,is_season_ticket,is_comp,is_transfer
BB25,MB03,MBS,Rocket Fund - Zone A,4.0,34.6,34.6,Season UT Pkg Varsity T - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone A,1.0,8.65,8.65,Season Youth - Grogan,Season Tickets - Standard,0,0,Standard,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season F/S,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,22.0,190.3,190.3,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,1.0,8.65,8.65,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,4.0,34.6,34.6,Season F/S - NEW - Grogan,New Season Tickets - F/S,1,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,140.0,2423.4,2423.4,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,17.310000000000002,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,12.0,207.72,207.72,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,17.31,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,14.0,80.78,80.78,Season RSP 1/3,Season Tickets - Package/Trade,0,0,Package/Trade,5.7700000000000005,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,116.0,669.32,669.32,Season RSP 1/3 - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,5.7700000000000005,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,8.0,46.16,46.16,Season RSP 1/3 - NEW,New Season Tickets - Package/Trade,1,0,Package/Trade,5.77,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season UT Pkg,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,71.0,614.15,614.15,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,4.0,34.6,34.6,Season Varisty T - Grogan,Season Tickets - Standard,0,0,Standard,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone B,1.0,8.65,8.65,Season Youth - Grogan,Season Tickets - Standard,0,0,Standard,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,16.0,121.92,121.92,Season ADA Lower,Season Tickets - Standard,0,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,15.24,15.24,Season ADA Lower - Grogan,Season Tickets - Standard,0,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,1.0,7.62,7.62,Season ADA Lower - NEW,New Season Tickets - Standard,1,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,7.62,7.62,Season ADA Lower F/S,Season Tickets - Standard,0,0,Standard,3.81,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,37.0,284.53,284.53,Season F/S,Season Tickets - F/S,0,0,F/S,7.6899999999999995,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,28.0,215.32,215.32,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,7.6899999999999995,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,15.38,15.38,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,15.38,15.38,Season F/S - NEW - Grogan,New Season Tickets - F/S,1,0,F/S,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,68.0,1045.84,1045.84,Season Full Price,Season Tickets - Standard,0,0,Standard,15.379999999999999,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,50.0,769.0,769.0,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,15.38,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,4.0,61.52,61.52,Season Full Price - NEW,New Season Tickets - Standard,1,0,Standard,15.38,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,10.3,10.3,Season RSP 1/3,Season Tickets - Package/Trade,0,0,Package/Trade,5.15,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,1.0,7.69,7.69,Season UT Pkg,Season Tickets - Package/Trade,0,0,Package/Trade,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,10.0,76.9,76.9,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,33.0,253.77,253.77,Season Varisty T - Grogan,Season Tickets - Standard,0,0,Standard,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,3.0,23.07,23.07,Season Varisty T - NEW,New Season Tickets - Standard,1,0,Standard,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,54.0,415.26,415.26,Season Varsity T,Season Tickets - Standard,0,0,Standard,7.6899999999999995,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Rocket Fund - Zone C,2.0,15.38,15.38,Season Youth,Season Tickets - Standard,0,0,Standard,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Suite,4.0,69.24,69.24,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,17.31,3,1.0,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Suite,155.0,1340.75,1340.75,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.0,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Suite,16.0,138.4,138.4,Season UT Pkg - NEW - Grogan,New Season Tickets - Package/Trade,1,0,Package/Trade,8.65,3,1.0,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,40.0,152.4,152.4,Season F/S,Season Tickets - F/S,0,0,F/S,3.81,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,4.0,15.24,15.24,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,3.81,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,2.0,7.62,7.62,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,3.81,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,147.0,1120.14,1120.14,Season Full Price,Season Tickets - Standard,0,0,Standard,7.620000000000001,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,11.0,83.82,83.82,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,7.619999999999999,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,21.0,160.02,160.02,Season Full Price - NEW,New Season Tickets - Standard,1,0,Standard,7.62,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,122.0,309.88,309.88,Season RSP 1/3,Season Tickets - Package/Trade,0,0,Package/Trade,2.54,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,25.0,95.25,95.25,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,3.81,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS,Upper Reserved,6.0,22.86,22.86,Season Youth,Season Tickets - Standard,0,0,Standard,3.81,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS11,Rocket Fund - Zone B,2.0,13.64,13.64,Season RSP 1/3 - NEW,New Season Tickets - Package/Trade,1,0,Package/Trade,6.82,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS11,Upper Reserved,1.0,4.5,4.5,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,4.5,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS12,Rocket Fund - Zone B,7.0,131.25,131.25,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,18.75,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB03,MBS12,Upper Reserved,2.0,8.26,8.26,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,4.13,3,0.9,BASKETBALL,2025,1,1,0,0
BB25,MB04,MB04,Club,2.0,34.6,34.6,Transfer Full Price,Transfer,0,0,Other,17.3,3,1.5,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Club,2.0,34.6,34.6,Transfer Full Price - Grogan,Transfer,0,0,Other,17.3,3,1.5,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Club,4.0,34.6,34.6,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.5,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Courtside,10.0,51.9,51.9,Transfer Full Price - Grogan,Transfer,0,0,Other,5.1899999999999995,3,1.5,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Courtside,7.0,60.55,60.55,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.5,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Loge,22.0,190.3,190.3,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.3,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Loge,13.0,112.45,112.45,Transfer UT Pkg F/S -  Grogan,Transfer,0,0,Other,8.65,3,1.3,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Lower Reserved,9.0,108.0,108.0,Christ The King Junior High,Group Tickets,0,0,Other,12.0,3,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Lower Reserved,33.0,726.0,726.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,22.0,2,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Lower Reserved,1.0,14.0,14.0,Day of Varsity T,Single Game - Day of Game,0,0,Day of Game,14.0,3,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Lower Reserved,1.0,14.0,14.0,Day of Youth,Single Game - Day of Game,0,0,Day of Game,14.0,3,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Lower Reserved,69.0,1380.0,1380.0,Full Price,Single Game - Standard,0,0,Standard,20.0,3,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Lower Reserved,8.0,123.04,123.04,Transfer Full Price,Transfer,0,0,Other,15.38,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone A,2.0,47.0,47.0,Day of F/S,Single Game - F/S,0,0,F/S,23.5,2,1.3,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone A,2.0,45.0,45.0,F/S (Limit 2),Single Game - F/S,0,0,F/S,22.5,2,1.3,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone A,17.0,765.0,765.0,Full Price,Single Game - Standard,0,0,Standard,45.0,2,1.3,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone A,2.0,17.3,17.3,Transfer F/S - Grogan,Transfer,0,0,Other,8.65,3,1.3,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone A,13.0,69.2,69.2,Transfer Full Price - Grogan,Transfer,0,0,Other,5.323076923076924,3,1.3,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone A,4.0,34.6,34.6,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.3,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,5.0,185.0,185.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,37.0,2,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone B,2.0,50.0,50.0,Donor Extra - Grogan,Single Game - Standard,0,0,Standard,25.0,2,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone B,31.0,1085.0,1085.0,Full Price,Single Game - Standard,0,0,Standard,35.0,2,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone B,3.0,75.0,75.0,Rocket Fund - Zone B Special,Single Game - Standard,0,0,Standard,25.0,2,1.1,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone B,2.0,17.3,17.3,Transfer F/S - Grogan,Transfer,0,0,Other,8.65,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,9.0,155.7,155.7,Transfer Full Price,Transfer,0,0,Other,17.299999999999997,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,15.0,69.2,69.2,Transfer Full Price - Grogan,Transfer,0,0,Other,4.613333333333333,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,15.0,46.08,46.08,Transfer RSP 1/3,Transfer,0,0,Other,3.072,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,10.0,86.5,86.5,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone B,3.0,25.95,25.95,Transfer Youth - Grogan,Transfer,0,0,Other,8.65,3,1.1,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone C,17.0,459.0,459.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,27.0,2,1.2,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone C,10.0,250.0,250.0,Full Price,Single Game - Standard,0,0,Standard,25.0,2,1.2,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone C,8.0,96.0,96.0,Group (15+),Group Tickets,0,0,Other,12.0,3,1.2,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Rocket Fund - Zone C,2.0,15.38,15.38,Transfer F/S,Transfer,0,0,Other,7.69,3,1.2,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone C,4.0,30.76,30.76,Transfer F/S - Grogan,Transfer,0,0,Other,7.69,3,1.2,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone C,2.0,30.76,30.76,Transfer Full Price,Transfer,0,0,Other,15.38,3,1.2,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Rocket Fund - Zone C,6.0,46.14,46.14,Transfer Varsity T,Transfer,0,0,Other,7.69,3,1.2,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Student Seating,2.0,24.0,24.0,Day of Student Guest,Single Game - Day of Game,0,0,Day of Game,12.0,3,0.7,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Student Seating,6.0,60.0,60.0,Student Guest (Limit 2),Single Game - Standard,0,0,Standard,10.0,3,0.7,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Suite,8.0,200.0,200.0,Donor Extra - Grogan,Single Game - Standard,0,0,Standard,25.0,2,1.0,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Suite,64.0,553.6,553.6,Transfer UT Pkg - Grogan,Transfer,0,0,Other,8.65,3,1.0,BASKETBALL,2025,1,0,0,1
BB25,MB04,MB04,Upper Reserved,3.0,25.5,25.5,Day of F/S,Single Game - F/S,0,0,F/S,8.5,3,0.9,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Upper Reserved,52.0,884.0,884.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,17.0,3,0.9,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Upper Reserved,61.0,915.0,915.0,Full Price,Single Game - Standard,0,0,Standard,15.0,3,0.9,BASKETBALL,2025,1,0,0,0
BB25,MB04,MB04,Upper Reserved,11.0,7.61,7.61,Transfer Full Price,Transfer,0,0,Other,0.6918181818181819,3,0.9,BASKETBALL,2025,1,0,0,1
BB25,MB04,MBS,Club,6.0,51.9,51.9,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Club,49.0,848.19,813.57,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,16.6034693877551,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Club,7.0,121.17,121.17,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,17.31,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Club,45.0,389.25,389.25,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Club,2.0,17.3,17.3,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Courtside,6.0,103.86,103.86,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,17.31,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Courtside,25.0,216.25,216.25,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.5,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Loge,76.0,657.4,657.4,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Loge,3.0,25.95,25.95,Season UT Pkg - NEW - Grogan,New Season Tickets - Package/Trade,1,0,Package/Trade,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Loge,3.0,25.95,25.95,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,2.0,15.24,15.24,Season ADA Lower,Season Tickets - Standard,0,0,Standard,7.62,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,13.0,99.97,99.97,Season F/S,Season Tickets - F/S,0,0,F/S,7.6899999999999995,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,4.0,30.76,30.76,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,7.69,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,2.0,15.38,15.38,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,7.69,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,13.0,199.94,199.94,Season Full Price,Season Tickets - Standard,0,0,Standard,15.379999999999999,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,8.0,123.04,123.04,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,15.38,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,7.0,107.66,107.66,Season Full Price - NEW,New Season Tickets - Standard,1,0,Standard,15.379999999999999,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,3.0,23.07,23.07,Season Varisty T - Grogan,Season Tickets - Standard,0,0,Standard,7.69,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Lower Reserved,14.0,107.66,107.66,Season Varsity T,Season Tickets - Standard,0,0,Standard,7.6899999999999995,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,20.0,173.0,173.0,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,2.0,17.3,17.3,Season F/S - NEW - Grogan,New Season Tickets - F/S,1,0,F/S,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,151.0,2613.81,2613.81,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,17.31,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,3.0,51.93,51.93,Season Full Price - NEW,New Season Tickets - Standard,1,0,Standard,17.31,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,4.0,69.24,69.24,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,17.31,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,12.0,69.24,69.24,Season RSP 1/3,Season Tickets - Package/Trade,0,0,Package/Trade,5.77,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,4.0,23.08,23.08,Season RSP 1/3 - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,5.77,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,71.0,614.15,614.15,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,6.0,51.9,51.9,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,4.0,34.6,34.6,Season UT Pkg Varsity T - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone A,1.0,8.65,8.65,Season Youth - Grogan,Season Tickets - Standard,0,0,Standard,8.65,3,1.3,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season F/S,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,22.0,190.3,190.3,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,1.0,8.65,8.65,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,4.0,34.6,34.6,Season F/S - NEW - Grogan,New Season Tickets - F/S,1,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,134.0,2319.54,2319.54,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,17.31,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,12.0,207.72,207.72,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,17.31,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,12.0,69.24,69.24,Season RSP 1/3,Season Tickets - Package/Trade,0,0,Package/Trade,5.77,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,114.0,657.78,657.78,Season RSP 1/3 - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,5.77,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,8.0,46.16,46.16,Season RSP 1/3 - NEW,New Season Tickets - Package/Trade,1,0,Package/Trade,5.77,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season UT Pkg,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,63.0,544.95,544.95,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,2.0,17.3,17.3,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone B,4.0,34.6,34.6,Season Varisty T - Grogan,Season Tickets - Standard,0,0,Standard,8.65,3,1.1,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,18.0,137.16,137.16,Season ADA Lower,Season Tickets - Standard,0,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,2.0,15.24,15.24,Season ADA Lower - Grogan,Season Tickets - Standard,0,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,1.0,7.62,7.62,Season ADA Lower - NEW,New Season Tickets - Standard,1,0,Standard,7.62,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,2.0,7.62,7.62,Season ADA Lower F/S,Season Tickets - Standard,0,0,Standard,3.81,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,41.0,315.29,315.29,Season F/S,Season Tickets - F/S,0,0,F/S,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,26.0,199.94,199.94,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,7.6899999999999995,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,2.0,15.38,15.38,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,7.69,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,68.0,1045.84,1045.84,Season Full Price,Season Tickets - Standard,0,0,Standard,15.379999999999999,3,1.2,BASKETBALL,2025,1,1,0,0
BB25,MB04,MBS,Rocket Fund - Zone C,52.0,799.76,799.76,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,15.379999999999999,3,1.2,BASKETBALL,2025,1,1,0,0
